ID;loan_amnt;term;int_rate;installment;emp_length;home_ownership;annual_inc;purpose;title;STATE;delinq_2yrs;revol_bal;revol_util;total_pymnt;loan_status
22617;6000; 36 months;8.88%;190.47;< 1 year;RENT;50000;wedding;Wedding Loan;VA;0;1894;0.403;6857.193054;0
22618;20500; 36 months;9.25%;481.94;10+ years;MORTGAGE;45288;debt_consolidation;No more credit cards;MO;0;25948;0.813;16387.03149;0
22620;3200; 36 months;18.54%;116.56;< 1 year;RENT;54000;debt_consolidation;back to par;CA;0;1679;0.988;824.52;1
22621;10000; 36 months;9.62%;320.9;7 years;RENT;62322;credit_card;Teacher Pays Off American Express;CA;0;23367;0.793;11552.26002;0
22624;5500; 36 months;6.91%;169.6;3 years;RENT;20400;debt_consolidation;Chase Pay;PA;0;6612;0.453;6105.707884;0
22625;15000; 60 months;9.99%;231.01;2 years;MORTGAGE;23500;debt_consolidation;PERSONAL LOAN;AZ;0;3584;0.166;13860.45333;0
22627;2400; 36 months;10.36%;77.85;< 1 year;RENT;23520;wedding;Wedding Expenses;TX;0;6217;0.876;2761.3082;0
22628;8000; 36 months;5.79%;242.62;2 years;MORTGAGE;82000;home_improvement;Home Improvement;NV;0;42;0.005;8630.129235;0
22629;8000; 36 months;6.17%;150.21;n/a;MORTGAGE;30000;major_purchase;File;NY;0;0; -   ;5366.606618;0
22630;25000; 60 months;17.43%;627.11;4 years;MORTGAGE;170004;debt_consolidation;Justins loan;LA;0;14692;0.377;26776.73993;0
22633;12500; 36 months;6.17%;381.24;4 years;MORTGAGE;117832;credit_card;High Rate Consolidation Loan;FL;0;11732;0.052;13086.09239;0
22634;8300; 36 months;9.99%;267.78;4 years;RENT;26000;debt_consolidation;DebtFree;NH;0;7479;0.334;9156.36629;0
22635;8400; 60 months;13.72%;194.24;2 years;RENT;84552;debt_consolidation;Debt Consolidation;LA;0;18505;0.639;11684.59001;0
22638;15000; 36 months;6.17%;281.36;10+ years;RENT;120000;debt_consolidation;Consolidation;OR;0;15754;0.254;10078.07276;0
22639;2500; 36 months;12.98%;84.22;4 years;RENT;13200;debt_consolidation;Debt Consolidation;WI;0;5019;0.784;3031.884495;0
22640;2050; 36 months;8.88%;65.08;1 year;RENT;30000;moving;San Francisco;CA;0;13238;0.404;547.42;1
22641;5000; 36 months;12.61%;167.54;5 years;MORTGAGE;45000;debt_consolidation;Credit debt consolidation;NY;0;6211;0.683;5085.12094;0
22643;6350; 36 months;5.79%;159.98;3 years;RENT;38000;major_purchase;Purchase;FL;0;6658;0.252;5759.146809;0
22644;5000; 36 months;12.98%;168.43;5 years;RENT;51000;major_purchase;Fishing Shack;TX;0;0; -   ;5490.350051;0
22645;15000; 36 months;5.79%;277.5;7 years;RENT;70000;debt_consolidation;Miramar Loan;CA;0;25020;0.729;9989.734244;0
22646;12000; 60 months;13.72%;277.49;1 year;RENT;36000;debt_consolidation;Debt Consolidation Loan;NC;0;8929;0.246;14633.22705;0
22647;10500; 60 months;14.46%;246.83;10+ years;MORTGAGE;130000;home_improvement;House Upgrades;PA;0;27903;0.367;12828.04684;0
22648;7500; 36 months;12.23%;249.94;6 years;MORTGAGE;75000;debt_consolidation;Debt consolidation loan;CO;0;15267;0.401;7864.376496;0
22650;15000; 36 months;6.17%;278.31;10+ years;MORTGAGE;77237;debt_consolidation;debt consolidation;AL;0;2201;0.055;9756.56052;0
22651;25000; 36 months;14.83%;864.56;8 years;MORTGAGE;300000;debt_consolidation;December 2010 Loan;CA;0;79271;0.902;30531.29551;0
22652;9000; 36 months;6.54%;176.34;1 year;RENT;35000;debt_consolidation;Debt consolidation;FL;0;6838;0.38;5032.46;1
22654;5000; 60 months;16.69%;123.44;5 years;RENT;42000;major_purchase;Thanks;MI;0;10365;0.987;5490.488876;0
22655;6000; 36 months;5.79%;178.93;2 years;MORTGAGE;62500;small_business;Reinvestment loan;NV;0;6777;0.238;6441.546324;0
22657;4200; 36 months;15.95%;147.56;6 years;RENT;54996;major_purchase;For an engagement ring;NJ;0;1966;0.936;5312.318194;0
22658;16000; 60 months;9.99%;236.85;10+ years;RENT;72500;major_purchase;house;GA;0;44935;0.767;13205.11107;0
22659;1000; 36 months;9.99%;32.27;< 1 year;RENT;24000;other;Dec-10;NJ;0;963;0.077;1161.570632;0
22660;2500; 60 months;15.95%;60.73;1 year;RENT;126600;debt_consolidation;Debt Consolidation loan ;AZ;1;19609;0.688;1336.06;1
22665;5000; 36 months;6.17%;152.5;n/a;RENT;36000;debt_consolidation;Debt Consilidation;CT;0;10262;0.755;5051.601471;0
22666;7000; 60 months;9.62%;147.43;10+ years;MORTGAGE;63000;home_improvement;Steve Home Improvement;MD;0;17598;0.258;8845.329883;0
22668;15250; 60 months;9.99%;226.23;10+ years;MORTGAGE;130000;debt_consolidation;debt consolitation loan;CA;0;24039;0.407;13560.82999;0
22671;10000; 36 months;5.79%;268.4;3 years;RENT;65000;debt_consolidation;Consolidation;CA;0;8462;0.176;9662.289828;0
22672;2900; 36 months;9.62%;93.06;6 years;MORTGAGE;70992;;;;;;;;1
22673;10000; 36 months;9.62%;320.9;5 years;MORTGAGE;66996;;;;;;;;0
22674;3825; 60 months;12.98%;87;10+ years;MORTGAGE;90840;car;Car refinance loan;TX;0;4503;0.163;1653;1
22675;8000; 36 months;12.61%;268.06;3 years;RENT;30000;other;credit card;CA;0;6794;0.519;9406.41637;0
22677;18000; 36 months;6.91%;333.03;8 years;MORTGAGE;45600;debt_consolidation;Lorena;NC;0;12423;0.372;11441.85312;0
22678;24000; 36 months;17.43%;838.4;< 1 year;RENT;65712;debt_consolidation;Consolidate;MA;0;22831;0.8;30184.03633;0
22679;10800; 36 months;12.23%;359.91;2 years;RENT;33000;debt_consolidation;Debt Consolodation Loan;CA;1;6557;0.776;5758.56;1
22680;16000; 36 months;8.88%;507.91;1 year;RENT;40000;debt_consolidation;CC Loan;CA;0;9699;0.822;18286.25773;0
22681;10000; 36 months;14.83%;345.83;5 years;RENT;72000;home_improvement;Rental improvement;MN;0;14411;0.779;7644.05;1
22682;6000; 36 months;9.25%;191.5;10+ years;RENT;36000;debt_consolidation;personal loan;CA;0;10624;0.697;6815.773236;0
22683;15000; 60 months;12.23%;214.67;1 year;MORTGAGE;78000;other;closing cost;CO;1;7316;0.558;12879.72001;0
22684;9700; 36 months;8.88%;307.92;1 year;RENT;56400;other;PURCHASE & SELL CARS;FL;0;1500;0.097;8929.68;1
22685;14000; 36 months;6.91%;218.94;2 years;OWN;40000;debt_consolidation;Eric's Loan;NY;0;14348;0.27;7674.119928;0
22686;15000; 36 months;12.61%;502.6;8 years;RENT;31680;small_business;Small Business Loan;NJ;0;11019;0.517;4770.99;1
22687;15000; 60 months;15.20%;239.55;10+ years;MORTGAGE;35000;debt_consolidation;zack;NC;0;12157;0.407;13555.81618;0
22688;1800; 36 months;12.61%;60.32;< 1 year;MORTGAGE;36000;other;Christmas 2010;SC;0;5903;0.369;2171.286927;0
22689;10000; 60 months;10.36%;214.25;8 years;MORTGAGE;70000;credit_card;Flatwater;NV;0;17370;0.609;12758.5;0
22690;12000; 36 months;6.54%;253.78;1 year;RENT;33000;debt_consolidation;Credit Card Payoff Loan;NC;0;14755;0.429;9061.870858;0
22691;8000; 60 months;15.20%;191.17;3 years;MORTGAGE;100000;home_improvement;New Roof / Addition;CA;0;9876;0.327;10708.15;1
22692;6000; 60 months;16.32%;146.94;1 year;MORTGAGE;35000;debt_consolidation;Hope;TX;0;6913;0.96;1708.13;1
22694;5000; 60 months;14.83%;118.51;5 years;MORTGAGE;110000;wedding;Wedding Expenses;VA;0;4800;0.12;6045.387281;0
22696;7000; 36 months;9.62%;224.63;2 years;RENT;40000;wedding;Ring;PA;0;320;0.045;8086.605054;0
22698;13000; 36 months;6.54%;253.78;10+ years;RENT;27600;debt_consolidation;Freedom;CA;0;12858;0.518;8801.835249;0
22699;7750; 36 months;9.62%;248.7;6 years;RENT;29760;small_business;Business;MA;0;7345;0.474;8952.988182;0
22701;24000; 60 months;16.69%;592.47;2 years;MORTGAGE;65000;debt_consolidation;DebtConsolidation/Wedding;TX;0;7545;0.496;32019.24989;0
22702;5000; 36 months;5.79%;151.64;10+ years;MORTGAGE;111000;other;Personal Loan;SC;0;16121;0.157;5458.868297;0
22703;3000; 36 months;6.54%;92.01;< 1 year;OWN;74004;debt_consolidation;Pay Off Bills;CA;0;5115;0.575;3210.846359;0
22706;23500; 60 months;20.03%;473.88;6 years;RENT;69200;debt_consolidation;Angel;NY;1;10745;0.868;26956.75399;0
22708;17000; 36 months;5.79%;316.16;< 1 year;MORTGAGE;100000;;;;;;;;0
22709;7500; 60 months;12.61%;169.16;3 years;RENT;71500;debt_consolidation;Debt Consolidation;NJ;0;4608;0.378;10149.13946;0
22710;4200; 36 months;9.25%;134.05;5 years;MORTGAGE;38000;credit_card;loan 2;MN;0;3928;0.554;4826.040634;0
22712;10000; 60 months;17.43%;250.85;5 years;MORTGAGE;54000;home_improvement;home loan;NY;0;16332;0.649;6075.78;1
22713;5000; 36 months;8.88%;158.72;8 years;MORTGAGE;36000;major_purchase;Car Loan;CA;0;1815;0.605;5714.404139;0
22714;3600; 36 months;9.99%;116.15;2 years;OWN;35000;debt_consolidation;Freedom Plan;CA;2;1919;0.097;4181.640224;0
22716;3000; 36 months;10.36%;97.31;2 years;RENT;48996;debt_consolidation;Personal Loan;NH;0;188;0.627;3250.33852;0
22718;8000; 60 months;14.46%;188.06;2 years;MORTGAGE;80000;debt_consolidation;pay off debt from home plumbing disaster;CO;0;5666;0.545;11283.55;0
22719;15000; 60 months;16.69%;365.36;1 year;MORTGAGE;125000;debt_consolidation;Debt Consolidation;MN;0;18479;0.733;21921.20003;0
22721;6000; 36 months;6.54%;184.01;10+ years;MORTGAGE;78200;major_purchase;small;WI;0;7542;0.528;6580.806398;0
22722;7000; 36 months;6.91%;215.86;3 years;MORTGAGE;37000;home_improvement;No Leaky Roof for the Holidays;PA;0;10097;0.251;7770.844668;0
22724;15000; 60 months;10.36%;162.3;10+ years;OWN;57000;home_improvement;Deans;NC;0;17009;0.678;9737.33078;0
22725;5000; 36 months;12.61%;167.54;6 years;MORTGAGE;40000;;;;;;;;0
22727;4800; 36 months;15.95%;168.64;< 1 year;RENT;36000;wedding;Engagement Ring;SC;0;5114;0.965;6071.162067;0
22728;12000; 36 months;6.17%;365.99;10+ years;OWN;65000;other;debt consolidation;CT;0;4091;0.238;12956.19183;0
22730;14400; 36 months;12.23%;479.87;5 years;RENT;70000;debt_consolidation;freefromdebt16b;MD;0;7636;0.756;17276.18389;0
22731;12000; 60 months;13.35%;275.2;10+ years;RENT;80000;debt_consolidation;further debt consolidation;NY;0;16537;0.835;12900.77845;0
22732;8000; 36 months;10.36%;259.5;10+ years;RENT;61440;home_improvement;Home Improvement Loan;CA;0;7084;0.562;9342.057782;0
22733;3300; 36 months;6.17%;100.65;10+ years;OWN;19200;home_improvement;home improvement;AR;0;3801;0.613;3623.892117;0
22734;12000; 36 months;5.42%;361.92;10+ years;MORTGAGE;35000;credit_card;LOW INTEREST LOAN;NY;0;11563;0.195;12950.93;1
22737;15000; 60 months;10.36%;204.07;1 year;RENT;43000;other;Neighborhood;RI;0;88;0.038;6040.9;1
22738;7200; 60 months;9.99%;152.95;< 1 year;RENT;52000;wedding;Wedding Plus Loan;NY;0;2817;0.22;9030.691202;0
22739;25000; 60 months;13.35%;353.74;< 1 year;MORTGAGE;65000;debt_consolidation;Excellent Borrower;CA;0;11594;0.382;21116.47997;0
22740;4500; 36 months;6.54%;138.01;10+ years;MORTGAGE;85000;major_purchase;SD501;AZ;0;652;0.034;4968.288584;0
22741;10000; 36 months;9.99%;322.63;< 1 year;RENT;100000;debt_consolidation;Debt Consolidation;UT;0;26122;0.441;11615.20089;0
22742;9000; 36 months;6.17%;182.24;8 years;MORTGAGE;200000;major_purchase;Start Up Funds;NC;0;106053;0.359;6535.086051;0
22743;3000; 36 months;6.54%;92.01;1 year;OWN;80000;credit_card;starting over;PA;0;1124;0.058;3312.232535;0
22745;9750; 60 months;9.25%;203.58;5 years;RENT;30000;other;Harley Loan;CA;0;1573;0.081;9972.537284;0
22746;5000; 36 months;13.72%;170.21;1 year;RENT;76000;credit_card;Credit Card Loan;CA;1;2106;0.752;5714.833029;0
22747;10000; 36 months;15.20%;347.64;2 years;RENT;45000;debt_consolidation;jay jay;NY;0;3670;0.917;6114.2;1
22748;3000; 36 months;5.79%;90.99;10+ years;MORTGAGE;88512;;;;;;;;0
22749;4800; 36 months;10.36%;155.7;< 1 year;RENT;40000;credit_card;Refinance;MI;0;7649;0.956;5577.905762;0
22750;6400; 36 months;10.36%;207.6;< 1 year;RENT;39500;debt_consolidation;Debt Consolidation Loan;AL;1;3353;0.745;7455.907803;0
22751;7000; 60 months;12.23%;156.53;3 years;RENT;88000;credit_card;My Loan;CA;0;2134;0.928;9341.250007;0
22752;9000; 36 months;17.06%;321.15;5 years;RENT;40000;debt_consolidation;Credit Card Consolidation;CA;1;8880;0.987;11323.77374;0
22753;12000; 36 months;12.23%;399.9;2 years;MORTGAGE;75000;debt_consolidation;debt consolidation loan;OH;0;9805;0.524;13540.23576;0
22755;15000; 60 months;9.25%;231.77;9 years;MORTGAGE;60000;other;Home Investment;MI;0;1800;0.098;13895.39002;0
22757;6300; 60 months;9.25%;131.55;3 years;RENT;36000;debt_consolidation;debt consolidation;OH;0;5176;0.217;7892.495832;0
22758;16000; 36 months;6.17%;308.05;4 years;RENT;119000;debt_consolidation;Consolidation1;CA;0;14723;0.648;11080.21887;0
22760;24000; 36 months;6.54%;446.21;10+ years;RENT;95000;debt_consolidation;dc loan;NY;0;14305;0.475;15933.01128;0
22761;5000; 36 months;12.23%;166.63;< 1 year;RENT;80000;small_business;Small Business Loan;CA;0;7841;0.713;5331.689243;0
22762;10000; 36 months;6.17%;305;10+ years;MORTGAGE;100000;;;;;;;;0
22763;12000; 60 months;12.61%;270.65;< 1 year;RENT;210000;;;;;;;;0
22764;5500; 36 months;13.72%;187.23;< 1 year;RENT;26400;credit_card;Credit Card Consolidation;MN;0;4240;0.986;6757.618793;0
22765;8000; 36 months;5.79%;242.62;4 years;RENT;54996;debt_consolidation;Credit Cards;PA;0;2229;0.143;8734.215273;0
22766;9600; 60 months;14.46%;225.68;3 years;RENT;66000;debt_consolidation;ses78;DE;1;8359;0.828;12745.48442;0
22767;5000; 36 months;9.25%;159.59;1 year;RENT;28800;medical;personal loan;CA;0;1170;0.557;5788.006611;0
22769;6000; 36 months;9.25%;191.5;8 years;MORTGAGE;90000;major_purchase;major purchase;CO;0;22480;0.949;6894.599367;0
22770;2000; 36 months;6.54%;61.34;10+ years;MORTGAGE;60000;other;personal2;KS;0;3770;0.499;2070.488837;0
22771;11500; 36 months;12.98%;387.37;5 years;RENT;33150;debt_consolidation;Debt Consolidation Loan;NY;0;9160;0.75;13942.39225;0
22772;6800; 36 months;6.17%;163.17;7 years;MORTGAGE;45000;debt_consolidation;Consolidation 2010;OH;0;21160;0.665;5862.194934;0
22775;18500; 36 months;6.54%;373.38;8 years;MORTGAGE;130000;home_improvement;New Roof and Gutters;NJ;0;43;0.002;13441.61684;0
22776;8500; 36 months;5.79%;257.78;10+ years;OWN;90000;credit_card;CC Pay;NM;0;5163;0.04;9280.277367;0
22779;14000; 36 months;9.99%;388.77;10+ years;MORTGAGE;100128;credit_card;Pay off my Credit Cards;NV;0;137112;0.581;3410.28;1
22780;17500; 36 months;14.09%;598.88;6 years;MORTGAGE;57000;debt_consolidation;Consolidating credit cards...!;CA;0;26174;0.654;21458.05192;0
22781;5000; 36 months;10.36%;162.19;n/a;RENT;29152;vacation;JM;MI;2;682;0.029;5384.351837;0
22782;25000; 60 months;16.32%;612.22;10+ years;MORTGAGE;104400;debt_consolidation;Kevin's debt consolidation loan;GA;0;57895;0.621;26009.39789;0
22784;10000; 36 months;5.79%;303.27;10+ years;MORTGAGE;52188;other;Personal Loan;LA;0;2739;0.198;10853.21701;0
22786;3000; 36 months;5.79%;90.99;1 year;RENT;65000;small_business;Mushroom Finds Insurnace;CO;0;10380;0.262;3253.514494;0
22787;20000; 60 months;15.20%;477.91;10+ years;RENT;75000;debt_consolidation;Personal;NY;0;7152;0.954;26356.93487;0
22788;20500; 60 months;12.61%;462.36;3 years;MORTGAGE;52800;debt_consolidation;Debt Consolidation;HI;0;23497;0.751;26193.11456;0
22789;21250; 36 months;6.91%;396.25;4 years;MORTGAGE;57996;debt_consolidation;Debt Consolidation Loan;CA;0;31924;0.45;14217.93153;0
22790;10000; 36 months;6.54%;185.54;10+ years;MORTGAGE;100000;debt_consolidation;debt  consolidation;PA;0;10458;0.375;6576.157164;0
22791;7000; 36 months;6.54%;138.77;< 1 year;RENT;75800;debt_consolidation;Debt Consolidaion ;NY;0;0; -   ;4984.929625;0
22792;1800; 36 months;13.35%;60.96;1 year;RENT;48000;other;Unexpected Emergency;MD;0;4244;0.816;2194.360439;0
22796;11475; 36 months;13.72%;390.63;10+ years;RENT;65000;debt_consolidation;DEBT CONSOLIDATION;NV;2;11132;0.883;13942.61223;0
22797;14000; 36 months;6.91%;272.13;3 years;RENT;150000;credit_card;Loan Refinance;NJ;0;16887;0.555;8925.93;0
22799;5000; 60 months;14.83%;118.51;n/a;MORTGAGE;65000;debt_consolidation;medical expenses;OR;0;10319;0.717;7110.065819;0
22800;7200; 36 months;12.23%;239.94;1 year;MORTGAGE;95000;debt_consolidation;Debt Consolidation: new leaf!;MA;0;6528;0.907;7677.603488;0
22801;10000; 36 months;5.42%;301.6;9 years;MORTGAGE;36000;medical;wellness;CT;0;2159;0.11;10435.07312;0
22802;10000; 36 months;5.79%;191.06;5 years;MORTGAGE;45000;credit_card;Credit Card Refinance;CA;0;7051;0.492;6878.22908;0
22803;4000; 60 months;14.83%;94.81;1 year;RENT;45000;medical;Cancer patients medical bills;NC;0;21353;0.945;5687.996327;0
22806;15000; 60 months;12.61%;338.31;3 years;RENT;50000;debt_consolidation;Jason's plan to start right;CA;0;2202;0.097;16780.59229;0
22807;21000; 60 months;9.62%;276.42;< 1 year;RENT;120000;debt_consolidation;Debt Consolidation;NY;0;5525;0.116;16585.18099;0
22808;9600; 60 months;9.99%;203.93;4 years;MORTGAGE;80000;home_improvement;Debt Cosolidation Loan;OH;0;0; -   ;12235.36621;0
22810;9925; 36 months;9.62%;318.49;10+ years;MORTGAGE;88000;debt_consolidation;Debt Consolidation Loan;MI;0;11163;0.711;11449.70963;0
22811;12500; 36 months;9.99%;403.29;< 1 year;RENT;130000;wedding;wedding;NJ;0;42852;0.624;14518.74189;0
22812;25000; 60 months;14.83%;405.29;10+ years;MORTGAGE;95500;small_business;Small Business Loan;AL;1;52264;0.41;23261.91565;0
22813;16750; 36 months;15.20%;582.29;5 years;MORTGAGE;55000;debt_consolidation;debt consolidation;VA;0;11821;0.793;20764.55187;0
22814;15000; 60 months;16.69%;370.3;9 years;MORTGAGE;77867;credit_card;CC Refinance;PA;1;29836;0.577;16604.44005;0
22815;8000; 60 months;15.57%;192.73;10+ years;RENT;26400;wedding;wedding loan;HI;1;5490;0.61;11563.0269;0
22817;15000; 36 months;10.36%;486.55;5 years;MORTGAGE;65000;debt_consolidation;TRB Legacy;TX;0;8954;0.375;16840.29356;0
22818;12000; 60 months;14.46%;282.09;9 years;MORTGAGE;60000;debt_consolidation;breakthrough;GA;0;4989;0.424;16925.31998;0
22819;15000; 36 months;6.54%;285.98;< 1 year;RENT;66500;major_purchase;Building Wealth Loan;NY;0;195;0.024;10295.2356;0
22820;25000; 36 months;9.62%;802.23;4 years;OWN;95000;;;;;;;;0
22821;4800; 36 months;12.61%;160.84;1 year;RENT;36000;debt_consolidation;Debt Consolidation;NV;0;9558;0.946;5789.952389;0
22822;24000; 60 months;17.43%;417.03;5 years;RENT;140000;;;;;;;;0
22823;1900; 36 months;5.79%;57.63;10+ years;RENT;45000;car;toyota;NY;0;13938;0.273;1943.523817;0
22824;3600; 60 months;16.69%;88.88;n/a;RENT;32376;;;;;;;;0
22825;10000; 36 months;5.79%;185;7 years;RENT;78000;;;;;;;;0
22827;15000; 60 months;9.99%;202.87;4 years;MORTGAGE;33600;car;06 Camaro ;CO;0;15458;0.178;11327.45592;0
22829;22750; 36 months;14.46%;577.09;1 year;RENT;52000;other;Loan for family member emergency;CA;0;21888;0.819;20477.41081;0
22830;12000; 36 months;10.36%;389.24;5 years;RENT;44808;debt_consolidation;Debt Paid Off;NY;1;9607;0.449;14013.18237;0
22831;14500; 36 months;10.36%;470.33;2 years;RENT;45000;debt_consolidation;Consolidation;WI;2;5739;0.373;16627.84978;0
22832;11500; 36 months;10.36%;373.02;2 years;RENT;30000;;;;;;;;1
22834;6000; 36 months;5.79%;181.97;7 years;MORTGAGE;41000;debt_consolidation;Brandi's debt Pay Off;TX;0;1558;0.111;6472.590613;0
22837;5000; 36 months;9.25%;159.59;5 years;RENT;48000;car;Auto;IL;0;2;0.001;5745.073116;0
22838;18000; 36 months;9.25%;422.89;2 years;RENT;39996;debt_consolidation;Consolidation loan;OH;0;5883;0.625;15225.83157;0
22839;6000; 36 months;6.17%;183;2 years;MORTGAGE;54000;home_improvement;New Windows 2010;KS;0;1586;0.102;6588.215863;0
22840;6000; 36 months;9.99%;193.58;1 year;RENT;42000;moving;Moving Loan ;CO;0;4483;0.19;6866.2267;0
22842;10000; 36 months;9.25%;319.17;6 years;RENT;50000;credit_card;Credit Card Consolidation;MA;0;12123;0.659;11490.27061;0
22843;10000; 36 months;6.91%;205.84;n/a;MORTGAGE;108000;debt_consolidation;Debt Consolidation;AZ;0;102661;0.261;7410.020425;0
22846;20000; 36 months;6.17%;372.09;3 years;RENT;75000;;;;;;;;0
22847;10000; 36 months;6.17%;187.57;< 1 year;MORTGAGE;170000;major_purchase;Bimota;KS;0;26113;0.755;6718.878004;0
22848;25000; 60 months;14.83%;541.57;6 years;RENT;120000;debt_consolidation;IOU;NY;0;20020;0.579;30237.17359;0
22849;15000; 60 months;19.29%;391.51;10+ years;MORTGAGE;65000;credit_card;credit payoff;VA;0;23351;0.756;10617.05;1
22850;3600; 36 months;8.88%;114.28;10+ years;OWN;65000;major_purchase;Christmas 2010;KY;0;14593;0.802;3750.055129;0
22851;2000; 36 months;10.36%;64.88;5 years;MORTGAGE;45600;home_improvement;Roof Replacement;CO;0;2525;0.361;2335.513308;0
22852;16000; 36 months;6.91%;299.88;10+ years;OWN;135000;debt_consolidation;Consolidation;TX;0;27463;0.26;10779.36788;0
22853;20000; 36 months;8.88%;411.09;7 years;RENT;80000;debt_consolidation;My Loan;IL;0;14877;0.791;14799.8967;0
22854;14500; 60 months;9.99%;204.99;4 years;MORTGAGE;58000;;;;;;;;1
22855;7000; 36 months;14.09%;239.55;4 years;OWN;52000;credit_card;Credit Card Refinance;NC;0;3547;0.522;8447.961099;0
22856;1500; 36 months;6.91%;46.26;6 years;MORTGAGE;62000;debt_consolidation;December Loan;WI;0;7453;0.616;1665.173406;0
22857;8000; 36 months;6.17%;152.5;2 years;RENT;40000;debt_consolidation;Credit Card;CA;0;2682;0.353;5462.605969;0
22858;5000; 60 months;9.99%;106.22;< 1 year;RENT;76800;credit_card;credit card;CA;0;5783;0.301;6372.474079;0
22859;17000; 36 months;6.54%;316.64;5 years;OWN;75000;debt_consolidation;DC;NY;1;23256;0.293;11338.81008;0
22860;19500; 60 months;17.06%;485.26;5 years;MORTGAGE;53200;;;;;;;;1
22861;8000; 36 months;12.61%;268.06;5 years;RENT;31416;major_purchase;ashley;CA;0;4179;0.398;9406.41637;0
22862;20000; 60 months;12.61%;451.08;3 years;RENT;65000;credit_card;Debt Refinance;MA;0;20473;0.721;27064.68;0
22863;8900; 36 months;6.17%;183;7 years;MORTGAGE;55200;credit_card;Consolidate & Combine;AZ;0;7231;0.485;6589.235165;0
22865;22000; 60 months;12.23%;491.94;10+ years;MORTGAGE;67200;debt_consolidation;Debt Consolidation Loan;CA;0;24450;0.721;29493.91992;0
22866;12000; 60 months;15.57%;289.09;1 year;RENT;92500;debt_consolidation;Consolidating into smaller payments;MN;0;27286;0.793;17188.16998;0
22867;8400; 36 months;6.17%;256.2;7 years;RENT;60000;debt_consolidation;Debt Consolidation;MN;0;2152;0.046;9028.005616;0
22869;14100; 60 months;17.80%;356.52;3 years;MORTGAGE;50674.4;other;Home Improvement;LA;0;5286;0.32;12008.64;1
22870;18250; 60 months;15.95%;431.18;5 years;MORTGAGE;50000;;;;;;;;0
22871;2000; 36 months;13.72%;68.09;10+ years;MORTGAGE;62004;other;Personal Loan;GA;0;27526;0.99;2450.9972;0
22872;25000; 36 months;14.83%;864.56;7 years;RENT;60000;credit_card;credit card consolidation;OK;0;27125;0.498;31125.88207;0
22874;4000; 60 months;12.61%;90.22;< 1 year;RENT;25000;debt_consolidation;Consolidation;CA;0;3173;0.402;5228.278017;0
22876;1200; 36 months;16.69%;42.6;9 years;OWN;30000;debt_consolidation;BRASS RING;RI;0;5766;0.999;1549.249386;0
22877;12000; 60 months;9.99%;181.63;< 1 year;RENT;70000;;;;;;;;1
22878;6000; 36 months;6.17%;183;10+ years;MORTGAGE;81000;other;Mindimum Loan;TX;0;20839;0.391;6588.019068;0
22879;2400; 36 months;9.62%;77.02;n/a;OWN;76800;credit_card;Credit Card Consolidation;MD;0;1327;0.663;2772.572377;0
22880;1400; 36 months;10.36%;45.42;10+ years;MORTGAGE;50000;medical;MEDICAL;WY;0;24481;0.927;1634.891044;0
22881;10000; 60 months;16.69%;246.87;3 years;MORTGAGE;56000;small_business;Loan for high-end barbershop;GA;0;7105;0.534;10175.97;0
22882;3600; 36 months;6.91%;111.01;< 1 year;RENT;18000;debt_consolidation;CC Consolidation;CO;0;4298;0.38;3891.090811;0
22885;1500; 36 months;9.62%;48.14;10+ years;MORTGAGE;63000;vacation;laura and greg loan;NY;0;21957;0.896;722.32;1
22886;5000; 36 months;6.17%;152.5;7 years;MORTGAGE;65004;home_improvement;LENDING TREE;CA;0;32944;0.125;5468.916616;0
22887;4500; 36 months;6.54%;138.01;4 years;MORTGAGE;61000;debt_consolidation;Debt reduction;OR;0;2792;0.266;4968.292149;0
22888;7500; 60 months;9.62%;157.96;10+ years;OWN;38000;;;;;;;;0
22889;10000; 36 months;5.79%;303.27;10+ years;RENT;40000;debt_consolidation;personal;MA;0;8164;0.274;10917.86955;0
22890;6400; 36 months;6.91%;197.36;5 years;RENT;72000;wedding;Wedding Bliss;CA;0;4771;0.219;7104.852952;0
22891;4000; 36 months;6.54%;122.67;5 years;MORTGAGE;70000;other;Boat Trailer;TX;0;7143;0.249;4416.320024;0
22894;15000; 36 months;15.95%;526.99;3 years;RENT;85000;debt_consolidation; Debt Consolidation;PA;1;8186;0.9;18673.57844;0
22895;12000; 36 months;6.54%;280.61;8 years;RENT;115000;debt_consolidation;Debt Consolidation;CA;0;21504;0.454;9900.472009;0
22897;12000; 60 months;15.20%;286.75;3 years;RENT;60000;credit_card;Credit Card Loan;NJ;0;22859;0.769;17111.10998;0
22898;12000; 36 months;9.62%;385.07;10+ years;RENT;45000;debt_consolidation;Helping Hand;TX;0;4107;0.064;13863.02084;0
22899;9000; 36 months;5.42%;271.44;10+ years;MORTGAGE;266000;home_improvement;landscaping ;WA;0;17076;0.215;9773.192249;0
22900;1400; 36 months;6.91%;43.18;n/a;OWN;8628;credit_card;Credit Card Refinance;NC;0;3330;0.336;1521.506079;0
22902;11500; 36 months;5.79%;250.96;5 years;RENT;62500;debt_consolidation;Debt Consolidation;VA;0;3102;0.126;8910.442603;0
22903;7200; 60 months;16.69%;177.75;2 years;OWN;35500;home_improvement;Home Restoration;VA;0;0;0.177;10660.73999;0
